X,Y,Z,MaximumInscribedSphereRadius
18.1513805389,4.55659580231,49.5483016968,2.42053928414
18.1023082733,4.63507223129,49.5597724915,2.417916052
18.0483913422,4.72660541534,49.5704269409,2.41417257103
17.9930324554,4.80943727493,49.5788497925,2.4107387851
17.9405345917,4.8941411972,49.5870094299,2.40770946351
17.8912029266,4.98070907593,49.5954055786,2.40558856789
17.8428936005,5.06768989563,49.6053390503,2.40352956605
17.791765213,5.15308380127,49.6149673462,2.40113242232
17.7418994904,5.23937559128,49.623260498,2.39973542748
17.6963157654,5.32821750641,49.6297836304,2.3985299422
17.653421402,5.41845560074,49.6351509094,2.39760234062
17.608165741,5.50731945038,49.6425704956,2.39645531032
17.5636520386,5.59632635117,49.6524124146,2.39544075489
17.5237407684,5.68758153915,49.661441803,2.39533076568
17.4854621887,5.77945518494,49.6709136963,2.39508155337
17.4459953308,5.87049388885,49.6834754944,2.39437129702
17.4094905853,5.96304702759,49.6935005188,2.39407301907
17.3755187988,6.05677938461,49.7020378113,2.39426498527
17.3398685455,6.15005636215,49.7068252563,2.39450783679
17.3054141998,6.24381494522,49.711933136,2.3935929566
17.2748126984,6.33886575699,49.7183914185,2.39267807641
17.2474575043,6.43493270874,49.7233161926,2.3947811836
17.2217845917,6.53154277802,49.7263259888,2.39719120828
17.1959133148,6.62815856934,49.7278404236,2.39966159096
17.1696739197,6.72467899323,49.728225708,2.40245060617
17.1469345093,6.82203578949,49.7276382446,2.40518974289
17.1251678467,6.91958618164,49.7245788574,2.40803002237
17.1017875671,7.016705513,49.7197418213,2.41104704846
17.0819416046,7.11466932297,49.7167434692,2.4145213045
17.0653572083,7.21320056915,49.7120018005,2.41847474116
17.049041748,7.31148290634,49.7033615112,2.42272630046
17.0333957672,7.41003608704,49.6965904236,2.42678011796
17.0205249786,7.50892782211,49.6892127991,2.43092362806
17.0072460175,7.60785722733,49.6832847595,2.43526248893
16.9972305298,7.7071313858,49.6765708923,2.43996565539
16.9872932434,7.80646038055,49.6698303223,2.44403018036
16.978887558,7.90591430664,49.663860321,2.44762573902
16.9758090973,8.00574302673,49.6586608887,2.45272368888
16.9717941284,8.10539913177,49.6515960693,2.45793962579
16.9664211273,8.20490074158,49.643119812,2.46303505533
16.9655323029,8.30450534821,49.6339683533,2.46816177218
16.9643135071,8.40402317047,49.6241035461,2.47319824549
16.9611778259,8.50344181061,49.6135063171,2.47787551882
16.9638462067,8.60252857208,49.600730896,2.48274476004
16.9679775238,8.70143890381,49.5864753723,2.48772575222
16.96849823,8.80031299591,49.5716247559,2.49193963595
16.9753227234,8.89861679077,49.5543861389,2.49496059506
16.9844532013,8.99663925171,49.5368423462,2.49857207978
16.9942035675,9.09510993958,49.5224189758,2.50209143772
17.007019043,9.19324398041,49.5080871582,2.50478416197
17.0241622925,9.29067897797,49.4933280945,2.50695496142
17.0443553925,9.38777256012,49.4803199768,2.51048556377
17.0657501221,9.48404502869,49.463848114,2.51321747511
17.0831375122,9.58177471161,49.4540328979,2.51257038207
17.1035404205,9.6789264679,49.4442749023,2.51134623768
17.1367683411,9.77344226837,49.4312973022,2.50898371564
17.1702480316,9.8671913147,49.4213752747,2.506248217
17.2042751312,9.96102046967,49.4151992798,2.50220010829
17.2398891449,10.0541028976,49.4075660706,2.4958273602
17.2794647217,10.1455173492,49.3988113403,2.48931675796
17.3223819733,10.2350568771,49.3869857788,2.48253451952
17.3677501678,10.3236341476,49.3776130676,2.47440858695
17.4150390625,10.4108428955,49.3648109436,2.4656490043
17.461856842,10.4985866547,49.3546028137,2.4577384471
17.512342453,10.5841426849,49.3430786133,2.4495260264
17.5664100647,10.6674642563,49.3317108154,2.44110190393
17.618850708,10.7516794205,49.3191413879,2.43397416097
17.6686191559,10.8375358582,49.306804657,2.42933934855
17.7209568024,10.9218931198,49.294921875,2.42458927525
17.7745628357,11.0053720474,49.2820472717,2.42106637815
17.8326797485,11.0851135254,49.2659912109,2.41592904109
17.8881397247,11.1663722992,49.2479782104,2.41100356712
17.9471530914,11.2437858582,49.225025177,2.40587699185
18.0059528351,11.3221921921,49.2053642273,2.40211723645
18.0625267029,11.4021520615,49.1848640442,2.39844795461
18.1214523315,11.480096817,49.1639785767,2.39413685995
18.1794681549,11.5589094162,49.1430473328,2.38985810001
18.2350463867,11.6392831802,49.122795105,2.38512393243
18.2864761353,11.723274231,49.1051521301,2.38060333397
18.3402843475,11.806268692,49.0906448364,2.37688213918
18.3951320648,11.8882827759,49.0745697021,2.37354056274
18.4500961304,11.9702301025,49.058467865,2.37002343434
18.5031433105,12.0544252396,49.0475769043,2.36676606101
18.5552978516,12.1393089294,49.0380210876,2.36382601603
18.6127605438,12.2203454971,49.0276908875,2.36096348705
18.6724147797,12.2994375229,49.0140228271,2.35792799512
18.7299861908,12.3807964325,49.0044174194,2.35528797149
18.7919406891,12.4587087631,48.9953918457,2.35262221186
18.8592414856,12.531047821,48.9803657532,2.34909051787
18.9260234833,12.6027784348,48.9601020813,2.34559458851
18.9914608002,12.6765756607,48.9435005188,2.34400624902
19.0593090057,12.7487916946,48.9297790527,2.34260167938
19.1296081543,12.8187894821,48.917175293,2.34241120688
19.1984577179,12.8897609711,48.9022064209,2.34306288015
19.2672405243,12.9603338242,48.8852996826,2.3445821054
19.3387432098,13.0289564133,48.8717384338,2.34622428137
19.4055919647,13.1020174026,48.8578414917,2.35053239386
19.4731616974,13.1744241714,48.8441467285,2.35578144154
19.5426864624,13.2451543808,48.8319129944,2.36139242795
19.6132392883,13.3138694763,48.8142814636,2.36729539209
19.6824607849,13.3841114044,48.7976989746,2.37319835623
19.7507286072,13.4566259384,48.7894973755,2.38128526825
19.8235397339,13.5230264664,48.7734031677,2.38805688867
19.9007434845,13.5819578171,48.7463378906,2.3948285091
19.9771251678,13.6399555206,48.7187156677,2.4035523865
20.043718338,13.7146883011,48.7085876465,2.41503168205
20.1127758026,13.7861690521,48.6950340271,2.42703763523
20.1868972778,13.8516788483,48.680015564,2.43955732151
20.2623023987,13.9137058258,48.6583786011,2.45109759213
20.3365859985,13.9786205292,48.6422462463,2.46424521606
20.4074897766,14.0484638214,48.6293411255,2.4801653004
20.4830474854,14.1112184525,48.6121406555,2.49586741529
20.5625686646,14.1675653458,48.5897865295,2.50753059356
20.6447620392,14.218296051,48.5633811951,2.51872368317
20.728685379,14.2651987076,48.5356178284,2.53008498066
20.8123111725,14.3134422302,48.5096702576,2.54205547207
20.8959522247,14.3618469238,48.4839668274,2.55360143529
20.979642868,14.4104967117,48.4585876465,2.5648942274
21.0643558502,14.4566984177,48.4324455261,2.57630233844
21.1511516571,14.4984455109,48.4055404663,2.58857590899
21.2369651794,14.5418272018,48.3781242371,2.60106563188
21.3221817017,14.5848264694,48.3483467102,2.61345671442
21.4091148376,14.6251802444,48.3197822571,2.62424963565
21.49451828,14.6666355133,48.2883071899,2.63609234582
21.5810241699,14.7065868378,48.2580070496,2.64855706589
21.6673660278,14.7453212738,48.2257270813,2.65921299409
21.7540740967,14.7840862274,48.1944656372,2.66653407861
21.8414001465,14.8209695816,48.1625823975,2.67342139116
21.926733017,14.862402916,48.1309432983,2.67815269675
22.0125732422,14.90209198,48.0984764099,2.68301361704
22.0990829468,14.9417352676,48.0676841736,2.68715696725
22.1845912933,14.9843082428,48.0380859375,2.68928313305
22.2716464996,15.024392128,48.0095100403,2.69151127732
22.3585700989,15.0660610199,47.9828529358,2.6960243877
22.4455394745,15.1078147888,47.9565391541,2.70053749807
22.5333976746,15.1473760605,47.9298286438,2.70554873347
22.6221466064,15.1852436066,47.9035110474,2.71073746769
22.7114219666,15.2230100632,47.8789024353,2.71766539047
22.8013191223,15.2602033615,47.8557319641,2.72477418748
22.8920516968,15.2957191467,47.8331642151,2.73295640772
22.9822235107,15.3316497803,47.809135437,2.74277239083
23.0736255646,15.3656625748,47.7868156433,2.75144930225
23.1638088226,15.3994808197,47.7600288391,2.75993962076
23.2557544708,15.4309253693,47.7364273071,2.76752128082
23.3478546143,15.4615755081,47.7122459412,2.77500867328
23.4391078949,15.4905414581,47.6834106445,2.78127487774
23.5305023193,15.5168161392,47.6524391174,2.78549629136
23.620880127,15.542725563,47.6183624268,2.78823474048
23.7120609283,15.566157341,47.5846328735,2.78976043764
23.8016490936,15.5921955109,47.5486373901,2.78946835029
23.8922939301,15.6150131226,47.5131568909,2.78815536313
23.9840755463,15.6371765137,47.4802398682,2.78615069103
24.0767002106,15.6577644348,47.4486808777,2.78256248546
24.1694335938,15.6756181717,47.4157905579,2.77830398504
24.2625598907,15.6956882477,47.38539505,2.77385643596
24.3557701111,15.7131891251,47.3536949158,2.76948334947
24.4482250214,15.7294902802,47.3192558289,2.76552283062
24.540473938,15.7461795807,47.2844429016,2.75995082786
