X,Y,Z,MaximumInscribedSphereRadius
65.4194717407,4.85463047028,47.1883163452,1.93169114715
65.4391326904,4.93876934052,47.2197723389,1.92447190463
65.4656066895,5.03717041016,47.2540855408,1.91868617972
65.4938812256,5.12787294388,47.2870178223,1.91423183901
65.5206298828,5.21993732452,47.3154220581,1.91115691347
65.5462188721,5.31172370911,47.3456993103,1.90819707515
65.5724334717,5.40268993378,47.3780403137,1.90634004218
65.5957641602,5.49548149109,47.4071388245,1.90594368799
65.6174621582,5.58950853348,47.4334716797,1.90577993952
65.6449966431,5.68137693405,47.4619064331,1.90453985493
65.6671295166,5.7746181488,47.4906387329,1.90399627809
65.6906890869,5.86895227432,47.5140037537,1.90610122138
65.7153396606,5.96280050278,47.5380630493,1.90832947003
65.7356491089,6.05635023117,47.5672035217,1.90798884755
65.7531204224,6.1514415741,47.5927619934,1.90931725819
65.7709960938,6.24747514725,47.6143760681,1.91137778757
65.7918624878,6.34285068512,47.6362609863,1.9133696947
65.81300354,6.43789482117,47.6591949463,1.91536160183
65.8306274414,6.53336381912,47.6831245422,1.91903853828
65.8492050171,6.62871551514,47.7068443298,1.92246366959
65.8685073853,6.72414779663,47.7297935486,1.92552655001
65.8842849731,6.82098674774,47.7491111755,1.92897335262
65.9032058716,6.91653394699,47.7717857361,1.93125577577
65.9188308716,7.01368999481,47.7900161743,1.93500564329
65.9362792969,7.11002779007,47.8102645874,1.93898734904
65.9560546875,7.20529174805,47.83335495,1.94498921245
65.9731903076,7.30191802979,47.8527832031,1.95163086447
65.9919815063,7.3971362114,47.8768997192,1.95748842674
66.0080566406,7.49228525162,47.9033355713,1.96170150169
66.0297546387,7.58749723434,47.9250717163,1.96583646637
66.0492477417,7.68221378326,47.9506416321,1.96933952768
66.0646362305,7.77623414993,47.9810676575,1.97136492815
66.0819015503,7.86972856522,48.0120925903,1.97381315266
66.0961532593,7.96295547485,48.0454444885,1.9766576612
66.1106796265,8.05642700195,48.0779533386,1.97922426862
66.1275177002,8.15041160583,48.1075592041,1.98245287604
66.1397705078,8.24311923981,48.1430702209,1.98366874947
66.1529541016,8.33476066589,48.1809463501,1.98515801887
66.1672439575,8.42657661438,48.2180366516,1.98656061463
66.1800842285,8.51693630219,48.2588768005,1.98783316154
66.1900177002,8.60675525665,48.3017730713,1.9888660404
66.1993026733,8.69777870178,48.3421211243,1.98591233514
66.2056274414,8.78671360016,48.3873443604,1.98182212454
66.2126159668,8.87311553955,48.4372673035,1.97778047143
66.2212524414,8.96166324615,48.4829330444,1.97374383295
66.2300415039,9.04857063293,48.5315208435,1.96972982513
66.2383346558,9.13429164886,48.582321167,1.96549312518
66.2471542358,9.22127151489,48.6308479309,1.96096138313
66.2562179565,9.30634880066,48.6825828552,1.9555882174
66.2650756836,9.39414596558,48.7296638489,1.95095635929
66.2711868286,9.4803352356,48.7799758911,1.94716642709
66.2792282104,9.56752490997,48.8282432556,1.94163293068
66.2857055664,9.65334892273,48.8791007996,1.93479488104
66.2978286743,9.7426404953,48.9226913452,1.92718632901
66.3028564453,9.83163738251,48.968044281,1.92117345091
66.31199646,9.91952800751,49.0148353577,1.9148076482
66.3173446655,10.009016037,49.0591163635,1.90877787395
66.3225402832,10.0967798233,49.1067886353,1.90346476923
66.3311004639,10.1859922409,49.1511650085,1.89790017007
66.3407745361,10.2721509933,49.201007843,1.89227732068
66.3481521606,10.3603563309,49.2474441528,1.88854969463
66.3592529297,10.4495725632,49.2914772034,1.88599867077
66.3670425415,10.5362663269,49.3406295776,1.88304642216
66.3759078979,10.6250047684,49.3859519958,1.87968730413
66.3869400024,10.7121248245,49.4338226318,1.87698766415
66.3976745605,10.801202774,49.4780082703,1.87292814671
66.4115066528,10.8916988373,49.5183105469,1.87033760244
66.4253234863,10.9808740616,49.5613517761,1.86771489472
66.4371948242,11.0707387924,49.6037635803,1.86505387823
66.4505996704,11.1626939774,49.6406555176,1.85937455536
66.4643478394,11.2532873154,49.680644989,1.85273079592
66.4823913574,11.3446941376,49.7170028687,1.84725298058
66.4985733032,11.4359521866,49.7543563843,1.83938526795
66.5165405273,11.5264778137,49.7928314209,1.82914669558
66.5331192017,11.6191616058,49.8266181946,1.82024921278
66.5521774292,11.7095651627,49.8647460938,1.81134707003
66.5678024292,11.8007860184,49.9026069641,1.80315131426
66.5841064453,11.8932123184,49.9372367859,1.7957177973
66.5983734131,11.9847393036,49.9748306274,1.78932706268
66.6103439331,12.0760974884,50.0138244629,1.78376296198
