X,Y,Z,MaximumInscribedSphereRadius
62.7519035339,3.5301361084,63.1790122986,1.86277594832
62.7189445496,3.62473917007,63.1770439148,1.85859857011
62.6831474304,3.71716165543,63.1705284119,1.85458065842
62.6451568604,3.80995845795,63.1613388062,1.85105603257
62.6054000854,3.90183162689,63.1584701538,1.84780637727
62.5668869019,3.99435424805,63.1552352905,1.84624076557
62.5285491943,4.08659124374,63.1482620239,1.84467515387
62.4888000488,4.17746925354,63.1354522705,1.84335802432
62.4516067505,4.26872062683,63.1183280945,1.83732184667
62.4223327637,4.36150455475,63.0924568176,1.82662134734
62.3823699951,4.45034456253,63.0716934204,1.81722707983
62.3400382996,4.5389881134,63.0534820557,1.80869505731
62.2999801636,4.62811183929,63.0314674377,1.80165220936
62.2577400208,4.71621274948,63.0098762512,1.7955479171
62.2230796814,4.80693149567,62.9857254028,1.78358892304
62.1890029907,4.89566707611,62.9545516968,1.7699793092
62.15076828,4.9827466011,62.9232711792,1.76013671658
62.1092567444,5.06831979752,62.8921470642,1.75044303559
62.0678901672,5.15620565414,62.8681869507,1.7410703079
62.0335235596,5.24516868591,62.8375701904,1.73302174505
61.9947814941,5.33172607422,62.8055839539,1.72610798957
61.953125,5.41888523102,62.7794189453,1.72103445389
61.9064331055,5.50499534607,62.7591247559,1.71481947789
61.8543891907,5.58799362183,62.7386627197,1.70953971303
61.8055381775,5.67180871964,62.7142677307,1.70425457016
61.7539558411,5.75519323349,62.6942405701,1.69885302798
61.6973648071,5.83588504791,62.676864624,1.69555977602
61.6416282654,5.91828155518,62.6655158997,1.6945743651
61.5882911682,6.00229120255,62.6544532776,1.693358906
61.5361289978,6.08666181564,62.6410484314,1.69037820002
61.4810295105,6.16953659058,62.6301193237,1.68926675341
61.4243164062,6.25170850754,62.6230163574,1.68911630671
61.3707733154,6.33617544174,62.6172790527,1.69035172683
61.3218955994,6.42347478867,62.6131744385,1.69158714694
61.276512146,6.51266860962,62.6110687256,1.6925505445
61.2280731201,6.60035991669,62.6092681885,1.69499143269
61.1757736206,6.68571329117,62.611000061,1.69743232089
61.1217575073,6.76973438263,62.6169128418,1.69853928828
61.0736999512,6.85765600204,62.6160202026,1.7012267333
