X,Y,Z,MaximumInscribedSphereRadius
59.6226196289,3.39753127098,60.198474884,1.73467361346
59.6324157715,3.49002861977,60.189868927,1.73714781553
59.6419525146,3.59481668472,60.1795349121,1.73983096097
59.6556282043,3.69443416595,60.1685829163,1.73996047313
59.6653175354,3.79344320297,60.1543693542,1.73997737439
59.6710472107,3.88955807686,60.1293067932,1.73859390126
59.6830673218,3.98493289948,60.101726532,1.73166119853
59.6916313171,4.0810842514,60.0757141113,1.72517126993
59.6960258484,4.17501688004,60.0416221619,1.71875681867
59.6970481873,4.26898241043,60.0074501038,1.71328080637
59.6987724304,4.36350536346,59.9749412537,1.70763158756
59.6958351135,4.45664167404,59.9384422302,1.70194406463
59.691947937,4.54875946045,59.8994255066,1.69594779316
59.6848945618,4.64291238785,59.8668289185,1.6918989353
59.6749343872,4.73690986633,59.8339424133,1.69068194455
59.6619758606,4.82976293564,59.7991256714,1.69066833186
59.647693634,4.92383766174,59.7689476013,1.68930730603
59.6395721436,5.01610374451,59.7306518555,1.68728080578
59.6291732788,5.10807132721,59.6923484802,1.68642985366
59.616355896,5.19939517975,59.6537971497,1.68598118812
59.6042480469,5.28908061981,59.6112976074,1.68689841796
59.5916061401,5.37832021713,59.5680122375,1.68712745364
59.5850410461,5.46630573273,59.5208625793,1.68574590343
59.573802948,5.5530257225,59.4721870422,1.68569992375
59.5556335449,5.63900184631,59.424331665,1.68674970107
59.5392532349,5.72506570816,59.3762741089,1.68848078781
59.5283584595,5.8080072403,59.321647644,1.68609305114
59.5133590698,5.8868932724,59.2619056702,1.68228805086
59.4989013672,5.96671915054,59.2034988403,1.67911056252
59.4796333313,6.04437971115,59.143497467,1.67491367319
59.4546585083,6.12274074554,59.0865287781,1.67068463961
59.4351577759,6.20089912415,59.027256012,1.66507171548
59.4138031006,6.27592945099,58.96459198,1.65952299278
59.3915405273,6.34887075424,58.8998680115,1.65595312364
59.3626556396,6.41957759857,58.8352737427,1.65440423481
59.3296127319,6.48751831055,58.769744873,1.65383431915
59.298664093,6.5613899231,58.7098083496,1.65198931715
59.2650794983,6.63161182404,58.6469154358,1.65097542572
59.2273483276,6.69668149948,58.5808563232,1.6517103727
59.18699646,6.75951862335,58.5142402649,1.65578691644
59.1482887268,6.82521915436,58.4496498108,1.65994773042
59.1060180664,6.89288234711,58.3892478943,1.66724315416
59.0583457947,6.95765686035,58.3292579651,1.6750974298
59.0189781189,7.02096652985,58.2629547119,1.68283031705
58.975151062,7.08483362198,58.1998786926,1.69130517231
58.92552948,7.14655780792,58.1382713318,1.69978002757
58.8799705505,7.20336389542,58.0697364807,1.71066916067
58.833820343,7.25493812561,57.9975967407,1.72153320864
58.7846946716,7.30226659775,57.9244346619,1.73178343355
58.7408905029,7.35322856903,57.8503990173,1.74101656603
